city,customer_age,customer_name,customer_segment,discount,order_date,order_id,order_priority,order_quantity,product_base_margin,product_category,product_container,product_name,product_sub_category,profit,region,sales,ship_date,ship_mode,shipping_cost,state,unit_price,zip_code,
Tualatin,64,Hunter Lopez,Home Office,0.01,27-08-2020,a3c63f5c-bb69-46e3-ae9c-278030b59759,Medium,22,0.81,Office Supplies,Small Box,Eldon Gobal File Keepers,Storage & Organization,2511.15612,West,332.86,04-09-2020,,259.0378448,Oregon,15.14,97062,
Chicago,63,Michael Grace,Home Office,0.08,06-10-2019,c0bf419f-1ca6-4086-ab69-01d0666dd720,High,23,0.69,Furniture,Jumbo Box,Bevis Rectangular Conference Tables,Tables,15198.42317,Central,3355.7,10-10-2019,Delivery Truck,1556.619246,Illinois,145.98,60623,
Parma,41,Jennifer Patt,Home Office,0.17,23-09-2019,e515827d-98fa-4dbd-bd46-bb7fa12eafcb,Medium,35,0.4,Office Supplies,Small Box,Xerox 1981,Paper,13777.19065,East,178.85,24-09-2019,Express Air,149.5446409,Ohio,5.28,44134,
Carson City,36,Raymond Fair,Small Business,0.22,20-06-2021,0061013a-89c7-4818-9931-483607acd52a,Low,22,0.8,Office Supplies,Large Box,Space Solutions Commercial Steel Shelving,Storage & Organization,8301.20524,West,1417.46,22-06-2021,Express Air,419.9615621,Nevada,64.65,89701,
Kenosha,33,Mark Hamilton,Corporate,0.03,18-11-2021,1d9d072d-dbc1-4ea7-b97e-165819c23b98,Not Specified,12,0.59,Office Supplies,Small Box,Crate-A-Files,Storage & Organization,15885.77136,Central,130.44,20-11-2021,Delivery Truck,65.42003037,Wisconsin,10.9,53142,
Spanaway,79,Mick Brown,Consumer,0.08,22-01-2019,173c6a25-1627-479d-9c05-888130c9cc42,High,21,0.38,Office Supplies,Wrap Bag,Snap-A-Way Black Print Carbonless Speed Message  No Reply Area  Duplicate,Paper,9098.48158,West,610.26,28-01-2019,Express Air,45.10583693,Washington,29.14,98387,
Gallatin,71,Nick Radford,Home Office,0.23,19-06-2020,3f82cbeb-d6f1-4e81-88cd-eea4941ce00a,High,9,0.38,Office Supplies,Wrap Bag,OIC Thumb-Tacks,Rubber Bands,17515.67985,South,8.19,20-06-2020,Delivery Truck,6.622369487,Tennessee,1.14,37066,
Cambridge,85,Emily Ducich,Consumer,0.05,24-11-2020,8a1e7195-b11f-4210-83e7-fc6f6371063c,Critical,22,0.38,Office Supplies,Small Box,Wilson Jones 14 Line Acrylic Coated Pressboard Data Binders,Binders and Binder Accessories,-11354.16933,East,116.38,28-11-2020,Delivery Truck,99.40912178,MA,5.34,2138,
Youngstown,75,Tim Taslimi,Home Office,0.25,28-06-2022,409c5e56-b78b-4a03-9d51-19038ee0c2f4,Not Specified,10,0.41,Technology,Small Pack,Verbatim 4.7GB DVD-R,Computer Peripherals,16751.28673,East,330.4,01-07-2022,Regular Air,30.82161415,Ohio,33.29,44511,
Dalton,30,Carlos Soltero,Home Office,0.1,21-08-2022,47247eff-8d68-4522-a8be-75d45d2b37c1,Not Specified,38,0.38,Office Supplies,Small Box,Wilson Jones 14 Line Acrylic Coated Pressboard Data Binders,Binders and Binder Accessories,-8874.24294,South,199.12,30-08-2022,Regular Air,128.905389,Georgia,5.34,30721,
Mentor,33,Doug Bickford,Consumer,0.25,12-02-2019,e0493ece-8365-46fe-8b2d-6765efe33fc5,High,35,0.58,Technology,Small Box,5185,Telephones and Communication,-11006.82462,East,4050.9,20-02-2019,Regular Air,3880.706426,Ohio,115.99,44060,
Kirkland,29,Erica Bern,Home Office,0.1,15-12-2019,c64322dd-ad29-4041-95ee-708d0670febd,Medium,47,0.4,Office Supplies,Small Box,Xerox 1895,Paper,14539.53299,West,276.36,19-12-2019,Delivery Truck,52.50095494,Washington,5.98,98034,
Noblesville,29,Sarah Bern,Consumer,0.2,18-06-2020,f32ecec1-c5ca-467c-babd-5e57bd47ee28,Low,4,0.58,Technology,Small Box,6185,Telephones and Communication,-13367.39494,Central,823.16,22-06-2020,Delivery Truck,58.7597394,Indiana,205.99,46060,
Paducah,40,Ivan Gibson,Home Office,0.07,29-06-2020,07dd54b1-4b2a-4b4b-89cd-08fad6d7ca19,High,13,0.6,Technology,Small Box,iDEN i550,Telephones and Communication,-3226.21257,South,2676.96,30-06-2020,Regular Air,1938.024459,Kentucky,205.99,42003,
Creve Coeur,81,Ritsa Hightower,Home Office,0.15,10-05-2022,14eb3ba8-f902-4ad5-b399-37b4e7a7462e,Not Specified,11,0.39,Furniture,Small Pack,3M Polarizing Light Filter Sleeves,Office Furnishings,7123.29205,Central,203.5,12-05-2022,Express Air,148.3586731,MO,18.65,63141,
Racine,46,Mary Zewe,Small Business,0.12,23-08-2019,c537efdc-c0ce-436b-ba03-25509ebb2adb,Not Specified,18,0.59,Office Supplies,Small Pack,Panasonic KP-150 Electric Pencil Sharpener,Pens & Art Supplies,-3395.7637,Central,677.16,01-09-2019,Regular Air,413.3004201,Wisconsin,37.74,53402,
Woburn,28,Lori Olson,Corporate,0.17,05-12-2019,a68f653e-f63a-4145-8291-87ae0cd7e938,High,6,0.59,Technology,Small Box,5170,Telephones and Communication,21603.51748,East,394.92,12-12-2019,Regular Air,146.4962632,MA,65.99,1801,
Stratford,81,Pete Takahito,Small Business,0.19,17-10-2019,4e6e891c-3e4f-489c-81f4-05bd8075715c,Critical,42,0.38,Office Supplies,Small Box,Angle-D Binders with Locking Rings  Label Holders,Binders and Binder Accessories,-9009.82469,East,298.62,22-10-2019,Regular Air,292.7879321,Connecticut,7.3,6614,
Roosevelt,82,Cari MacIntyre,Small Business,0.02,11-06-2019,195606d1-b4ca-4794-a862-5e305482d498,Not Specified,5,0.79,Technology,Small Box,Logitech Internet Navigator Keyboard,Computer Peripherals,11058.03408,East,154.8,13-06-2019,Regular Air,68.93620355,New York,30.98,11575,
Roosevelt,82,Cari MacIntyre,Small Business,0.02,11-06-2019,462f2315-9966-4e39-992f-e045b07c13c9,Not Specified,5,0.8,Technology,Small Box,Logitech Internet Navigator Keyboard,Computer Peripherals,11058.03408,East,154.8,12-06-2019,Regular Air,6.507296516,New York,30.98,11575,
Parkland,58,Michelle Moray,Consumer,0.2,23-02-2022,2f7cc60c-7de4-49d5-a08c-a1af965a4510,Low,46,0.58,Office Supplies,Small Pack,Boston School Pro Electric Pencil Sharpener  1670,Pens & Art Supplies,2288.59241,West,1415.88,28-02-2022,Regular Air,96.60637438,Washington,30.98,98444,
Lynn,80,Randy Bradley,Home Office,0.1,03-07-2022,8913f57b-6663-4759-834e-ef9065af3d08,Not Specified,22,0.59,Furniture,Jumbo Drum,Hon GuestStacker Chair,Chairs & Chairmats,-6974.22056,East,4984.54,07-07-2022,Express Air,1050.339475,MA,226.67,1901,
Sayreville,74,Jay Fine,Consumer,0.09,03-11-2022,b72dbc09-221f-48d8-8a4a-ad5166809428,Critical,32,0.55,Technology,Wrap Bag,Accessory34,Telephones and Communication,5014.17784,East,2748.8,08-11-2022,Regular Air,511.6945937,New Jersey,85.99,8871,
Homewood,33,Richard Eichhorn,Home Office,0.15,30-03-2022,69948718-4c2e-4196-96ad-097d110b92b6,Not Specified,37,0.59,Technology,Small Box,g520,Telephones and Communication,16791.17433,South,2436.08,02-04-2022,Delivery Truck,1299.829751,Alabama,65.99,35209,
Vancouver,89,Chuck Magee,Small Business,0.17,29-08-2019,9601497c-62ec-4a91-bfb8-058778c1f4c6,Medium,30,0.44,Furniture,Small Box,Howard Miller 13 Diameter Goldtone Round Wall Clock,Office Furnishings,17390.17912,West,1403.1,02-09-2019,Regular Air,1138.496464,Washington,46.94,98661,
Rockford,27,Darrin Sayre,Consumer,0.02,02-11-2020,77a3c1a0-1b6e-497e-b51a-1eeacb2ec028,High,48,0.57,Office Supplies,Small Box,Multi-Use Personal File Cart and Caster Set  Three Stacking Bins,Storage & Organization,-7793.48603,Central,1667.52,11-11-2020,Delivery Truck,474.925482,Illinois,34.76,61107,
Altus,28,Justin MacKendrick,Home Office,0.21,21-09-2020,8c662896-0203-4962-8e59-8995f38e10fa,Low,28,0.81,Technology,Small Pack,Accessory39,Telephones and Communication,15323.81162,Central,581.84,24-09-2020,Regular Air,226.9680572,Oklahoma,20.99,73521,
Rexburg,30,Jim Epp,Consumer,0.08,09-04-2022,e4605df5-d7ac-415b-9141-ddd423ad9958,High,44,0.39,Office Supplies,Small Box,Avery Durable Poly Binders,Binders and Binder Accessories,-5156.58308,West,239.8,11-04-2022,Express Air,108.87615,Idaho,5.53,83440,
Florence,51,Giulietta Dortch,Corporate,0.21,21-05-2020,d721c498-70ff-45e5-b62e-467fbb8f1cb9,Not Specified,9,0.57,Technology,Wrap Bag,Accessory25,Telephones and Communication,21970.90112,South,187.02,24-05-2020,Regular Air,68.19916601,South Carolina,20.99,29501,
Fort Worth,30,Ryan Akin,Corporate,0.05,18-06-2022,5a324de5-ea9b-46db-bc29-1e8b3e947716,Critical,33,0.66,Furniture,Jumbo Box,DMI Eclipse Executive Suite Bookcases,Bookcases,7530.66679,Central,16530.69,21-06-2022,Delivery Truck,7487.69833,Texas,500.98,76106,
Allen,84,Karen Ferguson,Consumer,0.01,22-05-2020,9b06b1ad-7b54-4d7c-8c45-f10e2b517eeb,Critical,13,0.65,Furniture,Jumbo Box,Bush Mission Pointe Library,Bookcases,5813.73226,Central,64.61,28-05-2020,Delivery Truck,33.4403183,Texas,4.98,75002,
Allen,84,Karen Ferguson,Consumer,0.01,22-05-2020,19c87f75-2941-470b-a78a-dddfbda152bc,Critical,13,0.65,Furniture,Jumbo Box,Bush Mission Pointe Library,Bookcases,5813.73226,Central,1962.61,30-05-2020,Delivery Truck,162.5345194,Texas,150.98,75002,
Cottage Lake,50,Kristen Hastings,Corporate,0.04,12-04-2019,84a79216-1c42-4e6c-811b-0a0d766150fa,Medium,9,0.59,Office Supplies,Small Box,Belkin 8 Outlet SurgeMaster II Gold Surge Protector with Phone Protection,Appliances,6649.31617,West,728.46,17-04-2019,Delivery Truck,85.07399558,Washington,80.98,98072,
Foxborough,70,Michelle Huthwaite,Small Business,0.05,20-11-2019,bee00dba-b95d-4871-b231-854cdfd47978,Low,49,0.57,Technology,Jumbo Drum,Epson DFX5000+ Dot Matrix Printer,Office Machines,19136.23192,East,73545.08,28-11-2019,Delivery Truck,12155.24846,MA,1500.97,2035,
Kearns,56,Dorris Love,Consumer,0.24,06-09-2022,3c3737dd-c123-41c6-8692-10f3f1fccf64,Critical,30,0.39,Office Supplies,Small Box,Xerox 1982,Paper,-13927.36314,West,678,13-09-2022,Regular Air,189.6051529,Utah,22.84,84118,
Elyria,82,Mark Cousins,Home Office,0.15,18-04-2021,2cce7c95-a7c6-4dcf-ac2c-1e7ac55b53f8,High,18,0.4,Office Supplies,Wrap Bag,Prang Colored Pencils,Pens & Art Supplies,2063.3086,East,50.22,25-04-2021,Delivery Truck,47.97214248,Ohio,2.94,44035,
Beverly Hills,62,Roland Fjeld,Home Office,0.24,10-09-2022,452f6858-2235-47cf-ae48-ac83c30540c8,Critical,44,0.62,Furniture,Jumbo Box,Bretford CR4500 Series Slim Rectangular Table,Tables,7278.77302,West,15310.68,12-09-2022,Delivery Truck,6807.263869,California,348.21,90210,
Beverly Hills,62,Roland Fjeld,Home Office,0.24,10-09-2022,d6f1f238-6aeb-4d80-a3ba-62f72a6b350e,Critical,44,0.66,Furniture,Jumbo Box,Bretford CR4500 Series Slim Rectangular Table,Tables,7278.77302,West,15310.68,17-09-2022,Delivery Truck,12040.92453,California,348.21,90210,
Marshfield,37,Michelle Ellison,Corporate,0.04,13-05-2022,03de8745-bf88-401e-ad60-d34380f2d99c,Critical,9,0.74,Furniture,Jumbo Box,O Sullivan Manor Hill 2-Door Library in Brianna Oak,Bookcases,15649.76592,East,1628.46,20-05-2022,Express Air,1509.727044,MA,180.98,2050,
Naperville,56,Roger Demir,Corporate,0.08,07-09-2022,e09ec844-dc42-4df2-9d9d-563c1d61a809,Critical,21,0.38,Office Supplies,Small Box,Avery 482,Labels,6081.86455,Central,59.01,10-09-2022,Regular Air,49.12561966,Illinois,2.89,60540,
Hamden,23,Carlos Meador,Corporate,0.24,03-10-2021,d7224215-12d1-4a55-a1d4-c299ec89da73,Low,41,0.56,Technology,Jumbo Drum,Epson LQ-570e Dot Matrix Printer,Office Machines,-197.25871,East,11099.93,11-10-2021,Express Air,8120.937374,Connecticut,270.97,6511,
Bellingham,23,Adam Bellavance,Consumer,0.14,11-02-2019,c1720570-2a73-4e51-82d5-edd291752ec4,Low,16,0.36,Office Supplies,Small Box,Avery 474,Labels,16492.42736,West,43.84,17-02-2019,Regular Air,3.098308163,Washington,2.88,98226,
Parkersburg,65,Corey Lock,Small Business,0.04,24-11-2019,622cb400-154d-43b1-98ed-b7c2317cd872,Critical,39,0.38,Office Supplies,Small Box,Tyvek  Top-Opening Peel & Seel Envelopes  Plain White,Envelopes,22135.7003,East,1058.46,01-12-2019,Delivery Truck,545.7692458,West Virginia,27.18,26101,
Nashua,56,Sally Matthias,Corporate,0.18,20-04-2021,07f7d3e2-555c-4756-8273-5501c800a736,Critical,5,0.37,Office Supplies,Wrap Bag,Advantus SlideClip Paper Clips,Rubber Bands,915.21312,East,16.15,28-04-2021,Express Air,6.384366641,New Hampshire,3.41,3060,
Westerville,70,Mick Brown,Home Office,0.07,13-08-2021,b531f49e-37d7-4398-bb83-dc0d899d67d7,Not Specified,47,0.46,Technology,Small Pack,Memorex 80 Minute CD-R  30/Pack,Computer Peripherals,-8737.15099,East,1076.77,20-08-2021,Delivery Truck,676.9866316,Ohio,22.98,43081,
San Marcos,80,Sylvia Foulston,Small Business,0.09,06-10-2021,5683ccce-9880-42c6-97d2-8a7df9c3b365,Not Specified,43,0.35,Office Supplies,Small Box,Accohide Poly Flexible Ring Binders,Binders and Binder Accessories,24622.20752,Central,156.95,14-10-2021,Express Air,133.9007583,Texas,3.74,78666,
Darien,57,Amy Hunt,Corporate,0.24,02-03-2019,49f6adb8-c9b8-4dfc-b5b0-06649d515b29,Not Specified,11,0.74,Furniture,Jumbo Box,Bretford Rectangular Conference Table Tops,Tables,8695.78881,East,4134.79,11-03-2019,Regular Air,892.3502826,Connecticut,376.13,6820,
Baldwin,23,Anthony Witt,Small Business,0.23,06-12-2022,4fbfd547-c698-4c04-806a-98f9cf94a2d4,High,26,0.68,Furniture,Jumbo Box,Chromcraft Bull-Nose Wood Round Conference Table Top  Wood Base,Tables,19716.87389,East,5658.12,13-12-2022,Regular Air,2030.253041,Pennsylvania,217.85,15234,
Muskegon,62,Don Weiss,Corporate,0.12,30-09-2020,0d47687e-cb58-42b7-bb3c-1876840adc18,Critical,8,0.38,Office Supplies,Wrap Bag,OIC Thumb-Tacks,Rubber Bands,19482.6635,Central,8.16,04-10-2020,Regular Air,4.365310144,Michigan,1.14,49442,
Victoria,68,Michael Nguyen,Home Office,0.11,26-01-2020,c3b3e2ad-a135-443d-9553-136eec216c23,High,24,0.59,Furniture,Jumbo Drum,Barricks 18 x 48 Non-Folding Utility Table with Bottom Storage Shelf,Tables,8396.02989,Central,2416.56,29-01-2020,Regular Air,396.5541346,Texas,100.8,77901,
Richmond,88,Matthew Clasen,Home Office,0.13,02-12-2021,b6ee2b15-e254-4dcf-a036-3113fda46161,High,9,0.56,Technology,Jumbo Box,Okidata ML320 Series Turbo Dot Matrix Printers,Office Machines,17399.57541,South,3598.65,05-12-2021,Delivery Truck,2646.712005,Virginia,399.98,23223,
Sault Sainte Marie,48,Lena Radford,Corporate,0.22,09-10-2019,336e03e0-0554-468b-af8a-0eacc2661b69,Not Specified,6,0.79,Technology,Small Pack,Imation 3.5 IBM Diskettes  10/Box,Computer Peripherals,-692.78236,Central,49.44,18-10-2019,Regular Air,14.93763193,Michigan,8.46,49783,
Hartford,41,Hallie Redmond,Small Business,0.12,14-11-2022,e2c6e87a-6310-4f76-a3b0-4729499d4d95,Not Specified,2,0.56,Technology,Small Box,i470,Telephones and Communication,22710.19829,East,411.74,17-11-2022,Express Air,78.84426836,Connecticut,205.99,6105,
Maple Shade,21,Kelly Lampkin,Corporate,0.23,21-09-2020,9c8e7d1d-f99c-4e95-b29d-5ffbcb9e3345,Not Specified,35,0.49,Furniture,Small Pack,DAX Cubicle Frames  8-1/2 x 11,Office Furnishings,-326.34233,East,291.9,29-09-2020,Delivery Truck,73.00038458,New Jersey,8.57,8052,
Benton,53,Candace McMahon,Home Office,0.09,06-10-2021,905f6ece-2859-4fa7-9057-e38e02e6b0f8,Not Specified,39,0.58,Office Supplies,Small Box,Sterilite Officeware Hinged File Box,Storage & Organization,12618.66871,South,405.21,09-10-2021,Delivery Truck,305.2441682,Arkansas,10.48,72015,
Champaign,54,Aleksandra Gannaway,Corporate,0.07,27-03-2020,bf16eebe-44cb-4481-974a-42fee9319a12,Critical,42,0.38,Office Supplies,Small Box,Xerox 1926,Paper,-10349.23124,Central,206.22,05-04-2020,Delivery Truck,75.59034443,Illinois,4.98,61821,
Lincoln,62,Lauren Leatherbury,Small Business,0.16,20-02-2019,f076c8e6-658b-4a6d-82d4-1c83b7655061,Not Specified,48,0.38,Office Supplies,Small Box,Avery 487,Labels,21161.60054,Central,169.44,22-02-2019,Delivery Truck,139.2420903,Nebraska,3.69,68502,
Addison,74,Sanjit Jacobs,Consumer,0.03,24-01-2022,101c0c02-5cfa-4eb7-8732-c65460dd08fd,Low,5,0.81,Office Supplies,Wrap Bag,*Staples* Letter Opener,Scissors, Rulers and Trimmers,17804.69834,Central,10.75,31-01-2022,Delivery Truck,9.614365749,Illinois,2.18,60101
Stow,26,Sarah Jordon,Small Business,0.14,22-07-2021,5ecab3af-7e06-41e9-aad8-0d0d6ab27243,Low,43,0.69,Furniture,Jumbo Box,O Sullivan Elevations Bookcase  Cherry Finish,Bookcases,12201.81775,East,5626.12,26-07-2021,Regular Air,3529.812581,Ohio,130.98,44224,
Kirkwood,85,Erica Hernandez,Consumer,0.12,13-10-2021,d4027d7c-a2c5-464f-952b-ebee9b8d579e,High,4,0.39,Office Supplies,Small Box,Avery White Multi-Purpose Labels,Labels,17447.04415,Central,19.44,20-10-2021,Regular Air,8.95005585,MO,4.98,63122,
Hanover,21,Alan Haines,Small Business,0.02,17-08-2020,ca2145e3-e732-4b67-b02a-dc816c281b65,Critical,22,0.4,Office Supplies,Small Box,Xerox 1972,Paper,4945.14805,East,115.72,23-08-2020,Express Air,85.84831303,Pennsylvania,5.28,17331,
Statesboro,42,Amy Cox,Small Business,0.25,26-04-2020,6b17e48d-75d4-4b61-914f-394cd7109482,Critical,12,0.58,Office Supplies,Small Pack,Boston 19500 Mighty Mite Electric Pencil Sharpener,Pens & Art Supplies,4067.31422,South,238.8,30-04-2020,Express Air,165.1468555,Georgia,20.15,30458,
Birmingham,39,Bradley Drucker,Consumer,0.18,08-11-2019,94736457-b147-48a4-a64f-34454f2905f6,Medium,31,0.46,Furniture,Small Box,Howard Miller 16 Diameter Gallery Wall Clock,Office Furnishings,15337.07673,South,1976.56,11-11-2019,Regular Air,662.8034204,Alabama,63.94,35211,
Des Plaines,74,Clay Ludtke,Consumer,0.06,11-05-2022,77d031d7-001b-4027-a61d-00624f1c9fc5,Low,43,0.38,Office Supplies,Wrap Bag,Wirebound Message Books  Four 2 3/4 x 5 Forms per Page  600 Sets per Book,Paper,21320.18459,Central,396.03,17-05-2022,Express Air,256.43377,Illinois,9.27,60016,
Searcy,29,Christina Vanderzanden,Corporate,0.09,24-04-2019,43e2592f-7983-4832-b27a-05f27fbfe521,Not Specified,8,0.36,Office Supplies,Small Box,Xerox 1904,Paper,-9962.46455,South,51.12,28-04-2019,Delivery Truck,40.33864524,Arkansas,6.48,72143,
Meriden,77,Jim Epp,Consumer,0.05,18-12-2019,b8192159-c2fb-427b-a5a6-b7ff69a25af5,Low,12,0.57,Furniture,Small Box,Eldon Executive Woodline II Cherry Finish Desk Accessories,Office Furnishings,26942.81752,East,490.08,25-12-2019,Delivery Truck,359.6468346,Connecticut,40.89,6450,
Englewood,50,George Ashbrook,Corporate,0.23,24-12-2021,9c440922-7148-46f6-b34a-cc00732244ae,Medium,29,0.4,Office Supplies,Small Box,Xerox 1971,Paper,-12220.95742,East,117.45,28-12-2021,Express Air,17.76917952,New Jersey,4.28,7631,
Opelika,31,Ruben Dartt,Corporate,0,10-12-2022,61ade832-2d48-4b54-a13a-c46ef667f7ca,Medium,15,0.37,Office Supplies,Small Box,Wilson Jones Ledger-Size  Piano-Hinge Binder  2  Blue,Binders and Binder Accessories,9108.03746,South,614.7,11-12-2022,Regular Air,122.4298682,Alabama,40.98,36801,
Abington,51,Christine Abelman,Corporate,0.18,15-02-2021,df8452c3-1206-4c84-8fed-2b6f49571163,Low,7,0.37,Office Supplies,Small Box,Xerox 223,Paper,8380.2357,East,44.1,18-02-2021,Delivery Truck,8.741890802,MA,6.48,2351,
West Jordan,70,Pamela Coakley,Corporate,0.11,06-08-2021,bd84c7b8-2b57-4cf0-8e7d-9b22cba12ee0,Medium,24,0.77,Furniture,Jumbo Box,Sauder Forest Hills Library  Woodland Oak Finish,Bookcases,-3265.66836,West,3380.88,13-08-2021,Regular Air,2349.75597,Utah,140.98,84084,
Port Huron,50,Victoria Pisteka,Corporate,0.09,28-11-2021,c8c29795-8326-45d0-bc78-7631b61e3c92,Low,39,0.52,Office Supplies,Wrap Bag,Assorted Color Push Pins,Rubber Bands,-1340.66975,Central,67.08,05-12-2021,Regular Air,4.862187968,Michigan,1.81,48060,
Tucson,89,Cindy Schnelling,Small Business,0.22,06-06-2019,aab15cd1-0b0b-443e-9550-1c0779be6042,Medium,5,0.39,Office Supplies,Small Box,Strathmore Photo Mount Cards,Paper,16663.41731,West,32.8,08-06-2019,Regular Air,14.94348329,Arizona,6.78,85705,
Grants Pass,45,Ralph Kennedy,Consumer,0.21,22-08-2021,1898f4df-13d6-4bf4-8846-25015dd561cb,Critical,48,0.36,Office Supplies,Small Box,GBC Poly Designer Binding Covers,Binders and Binder Accessories,-4975.42621,West,793.44,29-08-2021,Delivery Truck,696.1010962,Oregon,16.74,97526,
Eugene,81,Katrina Bavinger,Small Business,0.23,03-06-2020,06988be8-6436-467f-9703-330a03604de7,Medium,35,0.43,Technology,Small Pack,Memorex Slim 80 Minute CD-R  10/Pack,Computer Peripherals,23616.47954,West,334.25,12-06-2020,Delivery Truck,61.09755473,Oregon,9.78,97405,
Appleton,29,Karen Ferguson,Home Office,0.22,19-12-2020,514fc281-f1d7-4827-82ee-827a93f8eda0,Medium,32,0.62,Furniture,Jumbo Box,Riverside Palais Royal Lawyers Bookcase  Royale Cherry Finish,Bookcases,12395.96398,Central,28184.32,27-12-2020,Regular Air,7517.387755,Wisconsin,880.98,54915,
Inkster,30,Joe Kamberova,Small Business,0.14,10-06-2022,19f51116-a910-4ea0-b837-fe32fb65f026,Low,10,0.56,Office Supplies,Wrap Bag,Colorific Watercolor Pencils,Pens & Art Supplies,19281.44417,Central,50.2,13-06-2022,Regular Air,47.24976477,Michigan,5.16,48141,
Collinsville,71,Brendan Sweed,Home Office,0.02,25-08-2022,abc9ee6d-0f77-4d13-a79b-d11b66df8160,Not Specified,38,0.39,Office Supplies,Small Box,Xerox 1935,Paper,35.28761,Central,1001.68,03-09-2022,Delivery Truck,183.2014352,Illinois,26.38,62234,
Modesto,62,Elizabeth Moffitt,Consumer,0.03,21-06-2019,46740e70-61ba-47bf-818a-c99b4de5ae71,Not Specified,44,0.56,Office Supplies,Wrap Bag,Newell 340,Pens & Art Supplies,7643.86313,West,125.4,27-06-2019,Delivery Truck,40.3226402,California,2.88,95351,
Eagan,63,Fred Wasserman,Small Business,0.01,06-02-2019,05b9dd3d-7b71-4bef-8939-a2514fe87c74,High,12,0.36,Office Supplies,Small Box,Xerox 1924,Paper,24604.67591,Central,69.24,15-02-2019,Delivery Truck,25.6827878,Minnesota,5.78,55122,
Aloha,52,Dean Percer,Consumer,0.03,16-06-2021,33168c56-e1e7-4d98-a37d-8fe5d00bd819,Critical,36,0.39,Technology,Jumbo Box,Hewlett-Packard 2600DN Business Color Inkjet Printer,Office Machines,-7818.6695,West,4318.56,26-06-2021,Express Air,2471.022303,Oregon,119.99,97007,
